,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status
106780,59118abb5690ca1f5c31a26b1b7b7534,6d418d791c35525053afac2ad7fc0b5b,delivered,2017-11-30 19:12:21,2017-12-01 09:30:51,2017-12-05 19:22:09,2017-12-15 00:22:04,2017-12-26,1,acd8d7f70cb01e9251e4da67e8813ffd,2235cf78d3e2073a88146a9cb60f0dd0,2017-12-13 19:32:33,178.99,25.77,moveis_sala,32.0,787.0,1.0,12200.0,33.0,10.0,93.0,furniture_living_room,951008c1c9df3fe4fead603a9afdcb3b,4696,sao paulo,SP,Repeater
106820,66fbfbe9598df1bb7b5950b19e839697,d76a58f32a3cd7ddd6b1b301e6562263,delivered,2017-06-06 13:34:51,2017-06-06 13:45:48,2017-06-16 14:26:14,2017-06-27 12:22:25,2017-07-05,1,6f3871fea8efb6b35523237acd177012,8f78f0903005064036736c7173a5c2ed,2017-06-12 13:45:48,295.8,83.93,moveis_sala,58.0,1038.0,5.0,16600.0,35.0,65.0,45.0,furniture_living_room,f561632522774ab728bb93f8f3ab5e61,88058,florianopolis,SC,Repeater
106827,4590ff46dd75f5b7ca1c5a8a3f1b1b5f,403d0f281c358682cc8cfca17c2e71b4,delivered,2018-08-09 10:31:45,2018-08-09 10:55:20,2018-08-10 14:03:00,2018-08-20 23:33:15,2018-09-11,1,fc956e40e1a0ca9889d2e182aa6fddd3,1554a68530182680ad5c8b042c3ab563,2018-08-14 10:55:20,169.9,31.99,moveis_sala,39.0,373.0,2.0,5050.0,62.0,6.0,55.0,furniture_living_room,f6dc4789e4669873c35f8f92fdbed89f,14094,ribeirao preto,SP,Repeater
106838,b2fc720676930e0f9f3c1e472e8cddad,5d146b89f4c6cca290b3470a4bb12bcf,delivered,2017-10-17 11:28:18,2017-10-17 12:06:54,2017-10-24 20:52:03,2017-11-03 16:17:59,2017-11-16,1,6d6a3d7c546173af704995f09e1edc58,5058e8c1e82653974541e83690655b4a,2017-10-26 12:06:54,24.99,19.84,moveis_sala,54.0,525.0,1.0,4700.0,20.0,4.0,60.0,furniture_living_room,027803eb28cc01fbdf5da72b109fabee,90010,porto alegre,RS,Repeater
106849,119f1430154997cf2ea4e905667408d1,326bd99b43665ac9e198d45b189740b5,delivered,2018-05-29 02:29:23,2018-05-29 02:51:18,2018-05-29 14:04:00,2018-06-06 20:04:33,2018-07-04,1,eebf4e6c00fe7a6ce21a0a693f02e49f,99a54764c341d5dc80b4a8fac4eba3fb,2018-06-06 02:51:18,89.0,18.2,moveis_sala,43.0,430.0,1.0,13700.0,58.0,40.0,25.0,furniture_living_room,9c18cd0ba86443dce5c2e5157cbd2eff,88032,florianopolis,SC,Repeater
106906,9b21580d9a140962daa66b493fa50248,f77149c522ac4a85491db62d14ce04aa,delivered,2018-08-04 13:46:34,2018-08-07 04:44:41,2018-08-16 13:32:00,2018-08-20 19:08:38,2018-08-20,1,4fe644d766c7566dbc46fb851363cb3b,c31eff8334d6b3047ed34bebd4d62c36,2018-08-14 04:44:41,69.99,23.29,artes,48.0,1232.0,1.0,1700.0,65.0,6.0,50.0,art,0ef7b906320b21fe4d39f99496aaa2d8,25555,sao joao de meriti,RJ,Repeater
106970,5a583547086c7958be6668ef932708cd,a6df8d7ce4d964e64ad1103730ffbc4c,delivered,2017-06-08 09:18:19,2017-06-08 09:30:17,2017-06-08 14:08:35,2017-06-19 14:27:46,2017-07-03,1,d3d10495159bcc41173e3d26a273529a,0bae85eb84b9fb3bd773911e89288d54,2017-06-14 09:30:17,48.65,17.6,artes,60.0,218.0,6.0,1200.0,39.0,12.0,12.0,art,5a21363c92f912e70cb482c96bc03af3,12942,atibaia,SP,Repeater
106983,2a7f6f7d1d01dcffbddff5e6e3ad791f,fb9bfdd81da81e42e604a4be97092130,delivered,2018-03-18 14:44:29,2018-03-18 15:07:59,2018-03-20 19:25:32,2018-04-09 18:03:17,2018-04-17,1,2ea654ee9e83b7622ce3ac79ce772970,dcf3755cefcdc158ad0b7bdde51e871b,2018-03-22 15:07:59,89.9,23.21,artes,57.0,851.0,1.0,1500.0,65.0,6.0,48.0,art,a4e8a2fb3d4d783c8eec5bf1ea80d3c6,12500,guaratingueta,SP,Repeater
107009,19a24ba386e8363a6dd9973d015e5410,e944426cb230e5f33b25ed3cd8212dec,delivered,2017-12-04 15:00:42,2017-12-04 17:07:36,2017-12-05 16:06:57,2017-12-09 15:08:58,2018-01-11,1,58f036d3b8f12d9378518f902fb4e226,b9a03475e6447e631b6799ec8274800f,2017-12-08 17:07:36,49.9,26.89,artes,58.0,374.0,3.0,1650.0,41.0,10.0,13.0,art,b59e4bb4efe81ba0f7d30cff6734f9a2,29192,aracruz,ES,Repeater
107030,64bd3e880a66ec01c58e06862dcb82fc,de3e67c69d744169029b17ee09040116,delivered,2017-06-08 23:17:57,2017-06-08 23:25:17,2017-06-12 15:12:40,2017-06-13 18:12:24,2017-06-29,1,3262a0950995f2a891ec1fdfe6f5a133,6614814a00d344b846ae209f95ee7e3f,2017-06-14 23:25:17,13.0,12.69,artes,59.0,216.0,1.0,500.0,62.0,12.0,50.0,art,a1bb96820529725c3c79a77c69e7e792,2730,sao paulo,SP,Repeater
107035,801d980e779937cd76e2cb8de056a680,a39427956c93bd77715536640d397ce6,delivered,2017-10-08 20:45:59,2017-10-08 20:56:29,2017-10-13 20:29:03,2017-10-24 22:33:42,2017-11-08,1,b0694770dbbfebe2d48cd288cfce2f85,ad8b531ae67582f096925cff5630d0d1,2017-10-13 20:56:29,189.05,18.89,artes,35.0,1190.0,1.0,15400.0,100.0,4.0,60.0,art,0bf1278577a2acf8532a031d98cd517c,27264,volta redonda,RJ,Repeater
107054,6a7e99c1218ca32aefdff408295eb467,b1ae8978938a4a36dd3724b750b23d6c,delivered,2017-10-03 08:34:54,2017-10-03 08:50:35,2017-10-04 02:10:06,2017-10-10 18:17:34,2017-11-01,1,f6847515f58b8f340dcc75d150d6a0ab,aaed1309374718fdd995ee4c58c9dfcd,2017-10-09 08:50:35,149.9,16.81,fashion_roupa_masculina,39.0,411.0,2.0,900.0,45.0,10.0,35.0,fashion_male_clothing,8f24365a46f82ddd0cef7893319a40d5,13214,jundiai,SP,Repeater
107073,40f486f48285528ce9da6577b086c451,c315c87d66692883960f01d9ca597093,delivered,2018-01-31 16:43:25,2018-02-01 11:50:38,2018-02-06 16:33:31,2018-02-10 17:12:54,2018-03-06,1,e336c656869480e20d04ca9389b12167,cca3071e3e9bb7d12640c9fbe2301306,2018-02-15 11:50:38,59.9,12.76,fashion_roupa_masculina,56.0,336.0,1.0,750.0,25.0,5.0,17.0,fashion_male_clothing,c9158d089637ab443c78984d20da7fc0,5727,sao paulo,SP,Repeater
107086,cfcb1e7c684257721d28ca81c394714c,2635801cfab2ae4ff5d014de14d703c7,delivered,2017-02-14 07:59:57,2017-02-14 08:15:13,2017-02-14 11:14:34,2017-03-02 20:26:00,2017-03-21,1,3b465c153d8169658a47350cdf2e5f14,aaed1309374718fdd995ee4c58c9dfcd,2017-02-18 07:59:57,71.95,17.93,fashion_roupa_masculina,30.0,777.0,1.0,400.0,20.0,17.0,15.0,fashion_male_clothing,b56c60ed244eed72ff5640a41bf254d5,35430,ponte nova,MG,Repeater
107100,464dcde4a46d816f4943dd22ac477629,07ffa8096f295bac24527f1364530297,delivered,2017-08-21 14:29:06,2017-08-21 14:45:05,2017-08-25 20:15:36,2017-08-28 16:23:50,2017-09-01,1,22656f41604127818c5984157e52bda8,bbad7e518d7af88a0897397ffdca1979,2017-08-25 14:45:05,119.9,9.03,fashion_roupa_masculina,25.0,191.0,1.0,500.0,20.0,10.0,17.0,fashion_male_clothing,1372bab98f9966bcd4a6fa3e6df6dde8,4104,sao paulo,SP,Repeater
107101,4316f97fcdde6e62ba7b3b1acd09291f,a4cae79ac295e2cd44cb11b2f2cac467,delivered,2017-05-19 18:36:42,2017-05-19 18:50:19,2017-05-22 13:39:07,2017-05-30 12:04:10,2017-06-12,1,d0168e734683113fd73658071715084a,aaed1309374718fdd995ee4c58c9dfcd,2017-05-25 18:50:19,110.9,16.54,fashion_roupa_masculina,28.0,572.0,2.0,800.0,45.0,10.0,35.0,fashion_male_clothing,83424549593093baf504ac260d4615e7,3449,sao paulo,SP,Repeater
107102,1f9dfc58c0cc9cd0436629cbcd7fb639,2c197bd27c38b48fe0dc6951d7c48f96,delivered,2017-05-13 11:19:20,2017-05-13 11:30:17,2017-05-15 09:17:23,2017-05-19 11:26:07,2017-06-02,1,d0168e734683113fd73658071715084a,aaed1309374718fdd995ee4c58c9dfcd,2017-05-18 11:30:17,110.9,16.54,fashion_roupa_masculina,28.0,572.0,2.0,800.0,45.0,10.0,35.0,fashion_male_clothing,83424549593093baf504ac260d4615e7,3449,sao paulo,SP,Repeater
107110,9b897ee284874f0bfc0174e53c8ebcfb,7a38bbf1ab93ed3d05e54c57d7e5f66d,delivered,2018-07-23 14:08:57,2018-07-23 15:31:47,2018-07-24 14:45:00,2018-07-30 18:24:43,2018-08-16,1,4f96fc0061443ee77dd78178bc456ff7,aaed1309374718fdd995ee4c58c9dfcd,2018-07-27 15:24:33,40.9,22.22,fashion_roupa_masculina,28.0,474.0,2.0,250.0,16.0,16.0,16.0,fashion_male_clothing,194f1bab01e4e36f4255603e9a427b89,37550,pouso alegre,MG,Repeater
107162,a04e5564f7cbcf78fee1ccaab8d3b0f2,3f83e6393c2e518068d45d536424ccba,delivered,2017-04-20 12:22:59,2017-04-20 13:06:24,2017-05-22 08:38:57,2017-05-24 11:12:30,2017-05-10,1,21efeb0e47f3328f86002eda80b63321,dc8798cbf453b7e0f98745e396cc5616,2017-04-27 12:34:43,24.9,10.96,fashion_roupa_masculina,28.0,696.0,2.0,100.0,16.0,2.0,11.0,fashion_male_clothing,c0ab0c71f36879a7e904700157a6d88c,13905,amparo,SP,Repeater
107164,455d05ce8b86b6e2b3c2e6e0a7994942,2319dc20d045c9b7f7b720821e8a7336,delivered,2017-10-03 08:30:39,2017-10-03 09:20:05,2017-10-04 02:10:13,2017-10-10 18:02:55,2017-11-01,1,3eda91c4ed75e3ce93482a5eed64868d,aaed1309374718fdd995ee4c58c9dfcd,2017-10-09 09:20:05,127.9,16.66,fashion_roupa_masculina,50.0,472.0,2.0,900.0,50.0,10.0,40.0,fashion_male_clothing,8f24365a46f82ddd0cef7893319a40d5,13214,jundiai,SP,Repeater
107165,85b8899fd1383f7177fe622d29f09272,16f09deb508bd78385f0589498ded0be,delivered,2017-09-25 22:52:48,2017-09-25 23:07:59,2017-10-18 19:28:42,2017-10-24 14:33:28,2017-10-25,1,3279fec9ed308116c0546336bf7741f6,dc8798cbf453b7e0f98745e396cc5616,2017-10-01 23:07:59,24.9,15.1,fashion_roupa_masculina,55.0,1241.0,2.0,300.0,16.0,2.0,11.0,fashion_male_clothing,280c34dc057ff9f3cd17360673d4b87c,95914,lajeado,RS,Repeater
107166,85b8899fd1383f7177fe622d29f09272,16f09deb508bd78385f0589498ded0be,delivered,2017-09-25 22:52:48,2017-09-25 23:07:59,2017-10-18 19:28:42,2017-10-24 14:33:28,2017-10-25,2,f10163ef5dd01ee5f3622b750b64091c,dc8798cbf453b7e0f98745e396cc5616,2017-10-01 23:07:59,24.9,15.1,fashion_roupa_masculina,55.0,1241.0,2.0,300.0,16.0,2.0,11.0,fashion_male_clothing,280c34dc057ff9f3cd17360673d4b87c,95914,lajeado,RS,Repeater
107170,3a17fd4120bf394dc3968c52f703fe07,50d9df43bba18bb39591db6e0002a916,delivered,2017-03-20 11:01:19,2017-03-20 11:01:19,2017-03-22 11:54:41,2017-03-29 14:27:34,2017-04-10,1,e69d971f8bf365efb842b0d56f960682,aaed1309374718fdd995ee4c58c9dfcd,2017-03-24 11:01:19,69.9,14.59,fashion_roupa_masculina,35.0,325.0,2.0,400.0,30.0,5.0,30.0,fashion_male_clothing,a06f383add4d40457f1909b67ce6b7fb,13347,indaiatuba,SP,Repeater
107171,3a17fd4120bf394dc3968c52f703fe07,50d9df43bba18bb39591db6e0002a916,delivered,2017-03-20 11:01:19,2017-03-20 11:01:19,2017-03-22 11:54:41,2017-03-29 14:27:34,2017-04-10,2,b4ea7aecf6304f60fe63221697a8e33b,aaed1309374718fdd995ee4c58c9dfcd,2017-03-24 11:01:19,43.0,14.59,fashion_roupa_masculina,33.0,315.0,2.0,400.0,16.0,5.0,16.0,fashion_male_clothing,a06f383add4d40457f1909b67ce6b7fb,13347,indaiatuba,SP,Repeater
107172,a0f5fea75f554a37cc21f2db68319ce0,c021182f0eb57d18ef4283cff6d0c724,delivered,2017-04-20 19:21:32,2017-04-22 15:21:15,2017-04-24 13:20:27,2017-05-02 15:51:25,2017-05-16,1,245d6fd93f56b9e997881f397fbca833,aaed1309374718fdd995ee4c58c9dfcd,2017-04-27 15:21:15,187.2,18.15,fashion_roupa_masculina,43.0,624.0,4.0,700.0,45.0,10.0,35.0,fashion_male_clothing,c4fe9fc8b5e1b4f9992db983d0429854,25815,tres rios,RJ,Repeater
107225,d60a89ab9bc1e68834465ae630c3343e,036aac46214f6843a9e8e0ca702e335e,delivered,2018-04-16 09:45:05,2018-04-16 09:55:26,2018-04-17 22:44:23,2018-04-25 13:56:48,2018-05-10,1,ffc0b406806006602c5853b00ab5f7fd,d93919c944be9cff128f6c9cb899eacb,2018-04-20 09:55:26,79.9,35.69,artigos_de_natal,39.0,749.0,1.0,4450.0,50.0,8.0,45.0,christmas_supplies,1d7e8be24bca64576da891970638bfe3,35680,itauna,MG,Repeater
107227,df81dcb40098fb783a6525fa2f868bc9,749a270cfd211b20bea5c61663a99542,delivered,2018-03-24 16:43:58,2018-03-24 16:56:07,2018-04-16 13:54:53,2018-06-20 22:32:03,2018-05-04,1,ffc0b406806006602c5853b00ab5f7fd,d93919c944be9cff128f6c9cb899eacb,2018-03-29 16:56:07,79.9,35.69,artigos_de_natal,39.0,749.0,1.0,4450.0,50.0,8.0,45.0,christmas_supplies,c32c120fa230c291ecc017406aa2f39d,22710,rio de janeiro,RJ,Repeater
107231,c4e3b2e6f29f2e5ba28bd079aee75750,05f31c9645c6cd60123b1d035e274ee2,delivered,2017-12-27 14:20:01,2017-12-27 14:30:02,2017-12-28 17:44:55,2018-01-09 16:56:05,2018-01-26,1,1e5b160bf180293380b0d3e68bcc7ead,113e3a788b935f48aad63e1c41dac1bd,2018-01-05 14:29:32,6.19,11.85,artigos_de_natal,40.0,243.0,1.0,200.0,16.0,8.0,11.0,christmas_supplies,4220ae19dee604e8c1dddccd4e535502,18830,tejupa,SP,Repeater
107234,1a4fe7b4e0810e3c234a4e39775b6d53,d927fb1a7573ee0227e2546f5b2ac302,delivered,2017-12-12 20:55:09,2017-12-12 21:11:34,2017-12-14 14:45:03,2017-12-26 19:17:58,2018-01-12,1,00bc6e6d4ceb98ec7ed058b0a243a8b9,113e3a788b935f48aad63e1c41dac1bd,2017-12-20 21:11:34,16.56,15.1,artigos_de_natal,34.0,249.0,1.0,200.0,16.0,11.0,11.0,christmas_supplies,d9e97e176fab9b275f9665eef6151a7b,30140,belo horizonte,MG,Repeater
107248,ab208b143122e9e71bd46dbe322baf85,29b458c3156da95a3f75c5f92ae6826c,delivered,2018-06-23 19:11:29,2018-06-23 19:39:07,2018-06-25 14:07:00,2018-06-28 17:18:48,2018-07-18,1,ac50a885bf3b6a817bf6a0a2f1e27af4,113e3a788b935f48aad63e1c41dac1bd,2018-06-28 19:31:34,19.83,12.8,artigos_de_natal,37.0,170.0,1.0,200.0,16.0,32.0,11.0,christmas_supplies,549a24530925587e2faddb35f667e458,13905,amparo,SP,Repeater
107288,78ff4e2150a4d62c899729924518c667,fdcd4f45e64fb171ac37d17e86921672,delivered,2017-12-04 15:07:09,2017-12-04 17:07:57,2017-12-06 16:59:12,2017-12-21 17:44:23,2018-01-08,1,95b5840b09c3e9adc94a0f6bc783f4ef,113e3a788b935f48aad63e1c41dac1bd,2017-12-12 17:07:57,9.32,15.1,artigos_de_natal,54.0,265.0,1.0,300.0,16.0,15.0,11.0,christmas_supplies,b59e4bb4efe81ba0f7d30cff6734f9a2,29192,aracruz,ES,Repeater
107312,aae35f8d7c5a9806060218e572d8370d,2ce3065b5ddebd3b59b31861d2f9bf5e,delivered,2017-11-30 23:14:31,2017-12-01 10:31:17,2017-12-04 14:48:46,2017-12-15 17:39:07,2018-01-05,1,c023dc7b323cb5a452d21cd0742c9bf1,113e3a788b935f48aad63e1c41dac1bd,2017-12-10 23:31:47,13.77,15.1,artigos_de_natal,43.0,262.0,1.0,600.0,16.0,15.0,11.0,christmas_supplies,85ed7212fe192ab02ab44c95ba87868e,83820,fazenda rio grande,PR,Repeater
107347,097abce97e431993434adabc1aaec4e4,1f4c47d2259bd9e65d581d268b02d0a6,delivered,2017-10-08 22:13:39,2017-10-08 22:28:20,2017-10-10 19:44:54,2017-10-16 21:14:15,2017-11-01,1,54b755678728b84472c2b654ac4de777,a3dd39f583bc80bd8c5901c95878921e,2017-10-15 23:28:20,52.0,21.16,alimentos_bebidas,26.0,2427.0,1.0,200.0,20.0,12.0,15.0,food_drink,11395124061744bf276aefd8073f3105,3517,sao paulo,SP,Repeater
107387,34ca4adf4033386240f7ac16f25b14c1,0f2091dc4350fae3b3ce7b81a55c86b1,delivered,2017-11-28 21:19:11,2017-11-28 21:36:37,2017-11-29 18:37:07,2017-11-30 22:31:59,2017-12-12,1,90f97298579cd20412fdcc9b7a2d4b6b,a3dd39f583bc80bd8c5901c95878921e,2017-12-04 21:31:11,119.9,10.05,alimentos_bebidas,31.0,502.0,1.0,475.0,20.0,16.0,13.0,food_drink,dc48b0a1b0e6abb6586f322c189f6b93,40080,salvador,BA,Repeater
107393,a8aa05063010ff66b802270e8bc9591c,bafdaeac2e5f141111bd3ba512c8c0d2,delivered,2018-02-26 18:18:58,2018-02-26 18:30:33,2018-02-27 18:57:37,2018-03-08 00:16:46,2018-03-26,1,3ae810052cf18d30232367f0b45e284c,5a93f3ab0ef4c84ed5e1b5dbf23978bc,2018-03-12 18:30:33,22.81,13.37,alimentos_bebidas,28.0,371.0,2.0,1200.0,23.0,12.0,19.0,food_drink,2d0aa39055b967248bf551e220b55f59,17017,bauru,SP,Repeater
107394,806d3b5f15557ad3d5288d340271151f,185d4f6e56ea6a1e423468b4d2eaa7cc,delivered,2017-08-14 12:18:15,2017-08-14 20:24:08,2017-08-17 18:12:41,2017-08-23 16:56:44,2017-09-13,1,a2307a34b16eb2201ce5206cbd7f9bc7,cb3dd9ce66268c7a3ca7241ac70ab58c,2017-08-23 20:24:08,38.99,15.11,alimentos_bebidas,54.0,695.0,1.0,700.0,25.0,25.0,25.0,food_drink,fe59d5878cd80080edbd29b5a0a4e1cf,71065,brasilia,DF,Repeater
107470,8c2c2b26ae4677e7457b0daaea13a8d3,f75cda7d644f2586d2f3f5e83c00415f,delivered,2017-11-05 22:41:44,2017-11-07 07:30:34,2017-11-16 19:05:09,2017-11-20 19:58:31,2017-11-27,2,63de579e88d8a9982d2e279eba56e753,809413606dbfe5deefd2db646693ef67,2017-11-13 04:32:06,44.7,14.1,alimentos_bebidas,49.0,835.0,1.0,800.0,31.0,15.0,26.0,food_drink,3a131e6c88849b1d0b28020c3809ea29,80410,curitiba,PR,Repeater
107471,8c2c2b26ae4677e7457b0daaea13a8d3,f75cda7d644f2586d2f3f5e83c00415f,delivered,2017-11-05 22:41:44,2017-11-07 07:30:34,2017-11-16 19:05:09,2017-11-20 19:58:31,2017-11-27,1,1d994f3116c393f22021e72f17ab5af5,809413606dbfe5deefd2db646693ef67,2017-11-13 04:32:06,44.7,14.1,alimentos_bebidas,58.0,798.0,1.0,200.0,31.0,15.0,26.0,food_drink,3a131e6c88849b1d0b28020c3809ea29,80410,curitiba,PR,Repeater
107505,857c7d158a6669fae8d2aa86c645f021,ed856d3e00e01bfee9589662dabf9ab2,delivered,2017-11-05 22:41:51,2017-11-07 07:30:40,2017-11-07 20:41:56,2017-11-16 19:16:36,2017-12-05,1,e1b7112bffdaa21bd9b003dc3238f58f,26bad72add1f86e08a776ce4ffdaf1ca,2017-11-16 04:31:38,65.0,16.21,alimentos_bebidas,53.0,314.0,1.0,600.0,24.0,8.0,23.0,food_drink,3a131e6c88849b1d0b28020c3809ea29,80410,curitiba,PR,Repeater
107513,0c57cbfd927d9e62af8beee6d48920b7,652084fec8b64f212491016127526bcf,delivered,2018-08-06 21:40:05,2018-08-06 21:50:13,2018-08-08 13:55:00,2018-08-10 16:07:24,2018-08-13,1,2b7bb91ceee2bfa598986638fb136ba4,bbaff50f3b708fda865918715276cd87,2018-08-12 21:50:13,26.0,7.44,alimentos_bebidas,59.0,399.0,2.0,262.0,28.0,15.0,20.0,food_drink,a914b2be4782207abc6758095ec9e8aa,4130,sao paulo,SP,Repeater
107514,0c57cbfd927d9e62af8beee6d48920b7,652084fec8b64f212491016127526bcf,delivered,2018-08-06 21:40:05,2018-08-06 21:50:13,2018-08-08 13:55:00,2018-08-10 16:07:24,2018-08-13,2,779e74ce337266c06bf392935ab34bc8,bbaff50f3b708fda865918715276cd87,2018-08-12 21:50:13,26.0,7.44,alimentos_bebidas,59.0,459.0,2.0,262.0,28.0,15.0,20.0,food_drink,a914b2be4782207abc6758095ec9e8aa,4130,sao paulo,SP,Repeater
107515,0c57cbfd927d9e62af8beee6d48920b7,652084fec8b64f212491016127526bcf,delivered,2018-08-06 21:40:05,2018-08-06 21:50:13,2018-08-08 13:55:00,2018-08-10 16:07:24,2018-08-13,3,3ead2a8b3b92444cfac54979d56c7993,bbaff50f3b708fda865918715276cd87,2018-08-12 21:50:13,26.0,7.44,alimentos_bebidas,57.0,377.0,2.0,268.0,28.0,15.0,20.0,food_drink,a914b2be4782207abc6758095ec9e8aa,4130,sao paulo,SP,Repeater
107516,0c57cbfd927d9e62af8beee6d48920b7,652084fec8b64f212491016127526bcf,delivered,2018-08-06 21:40:05,2018-08-06 21:50:13,2018-08-08 13:55:00,2018-08-10 16:07:24,2018-08-13,4,eeab31cd2a4bcd64e6b249e0a674b3a8,bbaff50f3b708fda865918715276cd87,2018-08-12 21:50:13,26.0,7.44,alimentos_bebidas,60.0,295.0,2.0,274.0,28.0,15.0,20.0,food_drink,a914b2be4782207abc6758095ec9e8aa,4130,sao paulo,SP,Repeater
107517,0c57cbfd927d9e62af8beee6d48920b7,652084fec8b64f212491016127526bcf,delivered,2018-08-06 21:40:05,2018-08-06 21:50:13,2018-08-08 13:55:00,2018-08-10 16:07:24,2018-08-13,5,1b0e9a414e59a00b13262ffb248ed9b4,bbaff50f3b708fda865918715276cd87,2018-08-12 21:50:13,26.0,7.44,alimentos_bebidas,57.0,400.0,2.0,262.0,28.0,15.0,20.0,food_drink,a914b2be4782207abc6758095ec9e8aa,4130,sao paulo,SP,Repeater
107525,607e1a17f3e649f24abe13bb0dd25abe,d2b9844cccc9747ba112cae367d1a551,delivered,2018-05-17 02:28:51,2018-05-17 03:35:21,2018-05-17 13:59:00,2018-05-22 17:24:33,2018-06-21,1,37eab73447adec63c01f2cebf76afd9e,e9779976487b77c6d4ac45f75ec7afe9,2018-05-24 03:35:21,21.0,18.23,alimentos_bebidas,50.0,3687.0,7.0,300.0,30.0,15.0,15.0,food_drink,ca12da7d856692d5cf4960c5edd99756,21710,rio de janeiro,RJ,Repeater
107526,607e1a17f3e649f24abe13bb0dd25abe,d2b9844cccc9747ba112cae367d1a551,delivered,2018-05-17 02:28:51,2018-05-17 03:35:21,2018-05-17 13:59:00,2018-05-22 17:24:33,2018-06-21,2,37eab73447adec63c01f2cebf76afd9e,e9779976487b77c6d4ac45f75ec7afe9,2018-05-24 03:35:21,21.0,18.23,alimentos_bebidas,50.0,3687.0,7.0,300.0,30.0,15.0,15.0,food_drink,ca12da7d856692d5cf4960c5edd99756,21710,rio de janeiro,RJ,Repeater
107527,607e1a17f3e649f24abe13bb0dd25abe,d2b9844cccc9747ba112cae367d1a551,delivered,2018-05-17 02:28:51,2018-05-17 03:35:21,2018-05-17 13:59:00,2018-05-22 17:24:33,2018-06-21,3,37eab73447adec63c01f2cebf76afd9e,e9779976487b77c6d4ac45f75ec7afe9,2018-05-24 03:35:21,21.0,18.23,alimentos_bebidas,50.0,3687.0,7.0,300.0,30.0,15.0,15.0,food_drink,ca12da7d856692d5cf4960c5edd99756,21710,rio de janeiro,RJ,Repeater
107528,607e1a17f3e649f24abe13bb0dd25abe,d2b9844cccc9747ba112cae367d1a551,delivered,2018-05-17 02:28:51,2018-05-17 03:35:21,2018-05-17 13:59:00,2018-05-22 17:24:33,2018-06-21,4,37eab73447adec63c01f2cebf76afd9e,e9779976487b77c6d4ac45f75ec7afe9,2018-05-24 03:35:21,21.0,18.23,alimentos_bebidas,50.0,3687.0,7.0,300.0,30.0,15.0,15.0,food_drink,ca12da7d856692d5cf4960c5edd99756,21710,rio de janeiro,RJ,Repeater
107560,aacbf13db267af0f239fc7ff5dd513ff,304717ed44006118886f66f77cb11793,delivered,2018-05-21 11:08:51,2018-05-22 08:33:45,2018-05-23 13:03:00,2018-06-04 19:06:38,2018-06-08,1,5ef5cddf0ad1c5140b02c2255109c31a,26bad72add1f86e08a776ce4ffdaf1ca,2018-05-28 08:30:50,30.0,14.44,alimentos_bebidas,40.0,862.0,1.0,1150.0,24.0,8.0,23.0,food_drink,d9ad5b8ce105bd3baced4648987fbbfc,3025,sao paulo,SP,Repeater
107573,92c006b2d334e2c603a6569c2a4ce53f,4e5ff35c08f08656c0cca3f46f97391c,delivered,2018-02-26 18:18:57,2018-02-26 18:35:39,2018-02-27 18:57:32,2018-03-08 00:48:30,2018-03-26,1,3eb3d83d082ce242d4eae1f57e62640d,5a93f3ab0ef4c84ed5e1b5dbf23978bc,2018-03-12 18:30:52,8.43,11.85,alimentos_bebidas,30.0,355.0,2.0,300.0,25.0,9.0,18.0,food_drink,2d0aa39055b967248bf551e220b55f59,17017,bauru,SP,Repeater
107576,f22aed5c774f9d70037e26c5a4b691bd,c1aaf0e0e10e85bae38f799abe25e88b,delivered,2017-03-09 10:24:00,2017-03-09 10:24:00,2017-03-10 09:13:51,2017-03-15 11:37:53,2017-03-30,1,aed29c4783b11ffad4ab0ca3d12654d6,e627629ba868740e287800f1a9be81c2,2017-03-15 10:24:00,19.9,14.52,alimentos_bebidas,23.0,487.0,2.0,300.0,20.0,8.0,16.0,food_drink,7c8f8d3ff715607148146c64ecb64b11,36152,goiana,MG,Repeater
107584,c0ebe7b377d69896b580f578b99cfc98,f171e6f892727d44d9df7d93ab570b7f,delivered,2017-03-26 18:39:34,2017-03-26 18:50:26,2017-03-27 14:49:47,2017-03-29 09:51:56,2017-04-13,1,7643f9ef2cbf1bd4202b0b7dcc500cad,e627629ba868740e287800f1a9be81c2,2017-03-30 18:50:26,21.9,10.96,alimentos_bebidas,24.0,424.0,1.0,300.0,20.0,8.0,16.0,food_drink,4e65032f1f574189fb793bac5a867bbc,9531,sao caetano do sul,SP,Repeater
107586,1b18059100e6796d8551306a1876fc09,0c7ba0b11923d9c8bad61bfdcd6b3b2b,delivered,2018-08-13 12:22:49,2018-08-13 12:35:10,2018-08-15 11:30:00,2018-08-16 18:38:40,2018-08-20,1,20545c8a1fb497b7e692794159e7afdb,b5f0712d22a873b6797ab6cc65c3fcba,2018-08-17 12:35:10,12.99,8.29,alimentos_bebidas,54.0,898.0,1.0,400.0,16.0,8.0,14.0,food_drink,34b0cd95480e55c2a701293a2b9671b3,5171,sao paulo,SP,Repeater
